,LIBMIN,Japanese,Prefecture,PMUN15,SURFACE,Density,Founded,Homepage,LAT,LONG
205,Hakodate ,函館市 ,Hokkaidō ,277056 ,677.89,409 ,1922-08-01 ,[206],41.7687933,140.7288103
206,Otaru ,小樽市 ,Hokkaidō ,130255 ,243.3,535 ,1922-08-01 ,[207],43.1907173,140.9946621
207,Asahikawa ,旭川市 ,Hokkaidō ,350511 ,747.6,469 ,1922-08-01 ,[208],43.7706355,142.364819
208,Muroran ,室蘭市 ,Hokkaidō ,93078 ,80.65,1154 ,1922-08-01 ,[209],42.3152306,140.9737991
209,Obihiro ,帯広市 ,Hokkaidō ,168188 ,618.94,272 ,1933-04-01 ,[210],42.9238989,143.1961031
210,Yūbari ,夕張市 ,Hokkaidō ,10471 ,763.2,13.7 ,1943-04-01 ,[211],43.0567343,141.9738961
211,Iwamizawa ,岩見沢市 ,Hokkaidō ,89023 ,481.1,185 ,1943-04-01 ,[212],43.1962055,141.7759331
212,Abashiri ,網走市 ,Hokkaidō ,38548 ,471.0,81.8 ,1947-02-11 ,[213],44.0206319,144.2733983
213,Rumoi ,留萌市 ,Hokkaidō ,24036 ,297.44,80.8 ,1947-10-01 ,[214],43.9409868,141.6370119
214,Tomakomai ,苫小牧市 ,Hokkaidō ,173761 ,561.49,309 ,1948-04-01 ,[215],42.6343021,141.6053721
215,Wakkanai ,稚内市 ,Hokkaidō ,37911 ,760.83,49.8 ,1949-04-01 ,[216],45.4156641,141.6730822
216,Bibai ,美唄市 ,Hokkaidō ,25312 ,277.61,91.2 ,1950-04-01 ,[217],43.3328813,141.8537848
217,Ashibetsu ,芦別市 ,Hokkaidō ,16465 ,865.02,19.0 ,1953-04-01 ,[218],43.5181661,142.1894364
218,Ebetsu ,江別市 ,Hokkaidō ,120940 ,187.57,645 ,1954-07-01 ,[219],43.1037445,141.5362468
219,Akabira ,赤平市 ,Hokkaidō ,12234 ,129.88,94.2 ,1954-07-01 ,[220],43.558074,142.044211
220,Monbetsu ,紋別市 ,Hokkaidō ,24293 ,830.7,29.2 ,1954-07-01 ,[221],44.3564842,143.3545032
221,Mikasa ,三笠市 ,Hokkaidō ,10070 ,302.64,33.3 ,1957-04-01 ,[222],43.2454351,141.8753272
222,Nemuro ,根室市 ,Hokkaidō ,28923 ,512.63,56.4 ,1957-08-01 ,[223],43.3300759,145.5827903
223,Chitose ,千歳市 ,Hokkaidō ,94124 ,594.95,158 ,1958-07-01 ,[224],42.8209577,141.650876
224,Takikawa ,滝川市 ,Hokkaidō ,42815 ,115.82,370 ,1958-07-01 ,[225],43.5577948,141.9101895
225,Sunagawa ,砂川市 ,Hokkaidō ,18740 ,78.69,238 ,1958-07-01 ,[226],43.4948429,141.903465
226,Utashinai ,歌志内市 ,Hokkaidō ,4259 ,55.99,76.1 ,1958-07-01 ,[227],43.5213525,142.0345679
227,Fukagawa ,深川市 ,Hokkaidō ,23215 ,529.23,43.9 ,1963-05-01 ,[228],43.7232603,142.053538
228,Furano ,富良野市 ,Hokkaidō ,23890 ,600.97,39.8 ,1966-05-01 ,[229],43.3421398,142.3832254
229,Noboribetsu ,登別市 ,Hokkaidō ,51474 ,212.11,243 ,1970-08-01 ,[230],42.4127597,141.1066316
230,Eniwa ,恵庭市 ,Hokkaidō ,68754 ,294.87,233 ,1970-11-01 ,[231],42.8825618,141.5778154
231,Date ,伊達市 ,Hokkaidō ,36461 ,444.28,82.1 ,1972-04-01 ,[232],42.4718507,140.8646786
232,Kitahiroshima ,北広島市 ,Hokkaidō ,60291 ,118.54,509 ,1996-09-01 ,[233],42.9856296,141.5635426
233,Ishikari ,石狩市 ,Hokkaidō ,60616 ,721.86,84.0 ,1996-09-01 ,[234],43.1713843,141.3155196
234,Shibetsu ,士別市 ,Hokkaidō ,21640 ,1119.29,19.3 ,2005-09-01 ,[235],44.1787338,142.4004035
235,Kushiro ,釧路市 ,Hokkaidō ,182263 ,1362.75,134 ,2005-10-11 ,[236],42.9848542,144.3813556
236,Hokuto ,北斗市 ,Hokkaidō ,48779 ,397.3,123 ,2006-02-01 ,[237],41.8240597,140.6529028
237,Kitami ,北見市 ,Hokkaidō ,124291 ,1427.56,87.1 ,2006-03-05 ,[238],43.8040314,143.8958758
238,Nayoro ,名寄市 ,Hokkaidō ,29869 ,535.23,55.8 ,2006-03-27 ,[239],44.355938,142.4631673
239,Kobe ,神戸市 ,Hyōgo ,1530847 ,552.23,2772 ,1889-04-01 ,[240],34.690083,135.1955112
240,Himeji ,姫路市 ,Hyōgo ,536170 ,534.27,1004 ,1889-04-01 ,[241],34.815149,134.6853528
241,Amagasaki ,尼崎市 ,Hyōgo ,461202 ,49.77,9267 ,1916-04-01 ,[242],34.7337339,135.4063757
242,Akashi ,明石市 ,Hyōgo ,292162 ,49.24,5933 ,1919-11-01 ,[243],34.6431066,134.9971787
243,Nishinomiya ,西宮市 ,Hyōgo ,477056 ,99.96,4772 ,1925-04-01 ,[244],34.7375965,135.3415643
244,Ashiya ,芦屋市 ,Hyōgo ,92828 ,18.47,5026 ,1940-11-10 ,[245],34.7269496,135.3041623
245,Itami ,伊丹市 ,Hyōgo ,194488 ,24.97,7789 ,1940-11-10 ,[246],34.7843061,135.4009473
246,Aioi ,相生市 ,Hyōgo ,31973 ,90.45,353 ,1942-10-01 ,[247],34.8036006,134.4680664
247,Toyooka ,豊岡市 ,Hyōgo ,87555 ,697.66,125 ,1950-04-01 ,[248],35.5445754,134.8201814
248,Kakogawa ,加古川市 ,Hyōgo ,267631 ,138.51,1932 ,1950-06-15 ,[249],34.7569503,134.8411775
249,Akō ,赤穂市 ,Hyōgo ,51277 ,126.88,404 ,1951-09-01 ,[250],34.7549564,134.3902842
250,Takarazuka ,宝塚市 ,Hyōgo ,222071 ,101.8,2181 ,1954-04-01 ,[251],34.7997673,135.3600729
251,Miki ,三木市 ,Hyōgo ,83244 ,176.58,471 ,1954-06-01 ,[252],34.7969439,134.9901968
252,Takasago ,高砂市 ,Hyōgo ,94198 ,34.4,2738 ,1954-07-01 ,[253],34.7662013,134.7904417
253,Kawanishi ,川西市 ,Hyōgo ,157461 ,53.44,2947 ,1954-08-01 ,[254],34.8301347,135.417278
254,Ono ,小野市 ,Hyōgo ,49664 ,92.92,534 ,1954-12-01 ,[255],34.853193,134.9313762
255,Sanda ,三田市 ,Hyōgo ,113600 ,210.22,540 ,1958-07-01 ,[256],34.8899959,135.2254534
256,Kasai ,加西市 ,Hyōgo ,48435 ,150.95,321 ,1967-04-01 ,[257],34.9279363,134.8416219
257,Sasayama ,篠山市 ,Hyōgo ,44345 ,377.61,117 ,1999-04-01 ,[258],35.0756607,135.2190508
258,Yabu ,養父市 ,Hyōgo ,27428 ,422.78,64.9 ,2004-04-01 ,[259],35.4046571,134.767671
259,Tamba ,丹波市 ,Hyōgo ,69233 ,493.28,140 ,2004-11-01 ,[260],35.1771001,135.0358536
260,Minamiawaji ,南あわじ市 ,Hyōgo ,51069 ,229.18,223 ,2005-01-11 ,[261],34.2944796,134.7798555
261,Asago ,朝来市 ,Hyōgo ,34084 ,402.98,84.6 ,2005-04-01 ,[262],35.3396654,134.8531501
262,Awaji ,淡路市 ,Hyōgo ,47849 ,184.21,260 ,2005-04-01 ,[263],34.3257122,134.813111
263,Shisō ,宍粟市 ,Hyōgo ,42302 ,658.6,64.2 ,2005-04-01 ,[264],35.004417,134.5494659
264,Nishiwaki ,西脇市 ,Hyōgo ,43126 ,132.47,326 ,2005-10-01 ,[265],34.9933552,134.9691886
265,Tatsuno ,たつの市 ,Hyōgo ,80988 ,210.93,384 ,2005-10-01 ,[266],34.8578626,134.5453598
266,Sumoto ,洲本市 ,Hyōgo ,48631 ,182.47,267 ,2006-02-11 ,[267],34.3424262,134.8956197
267,Katō ,加東市 ,Hyōgo ,39935 ,157.49,254 ,2006-03-20 ,[268],34.9185731,134.9733813
268,Mito ,水戸市 ,Ibaraki ,264062 ,217.43,1214 ,1889-04-01 ,[269],36.3665027,140.4709965
269,Hitachi ,日立市 ,Ibaraki ,195844 ,225.55,868 ,1939-09-01 ,[270],36.5991539,140.6514693
270,Tsuchiura ,土浦市 ,Ibaraki ,143986 ,113.82,1265 ,1940-11-03 ,[271],36.0782972,140.2043331
271,Yūki ,結城市 ,Ibaraki ,52065 ,65.84,791 ,1954-03-15 ,[272],36.3054165,139.8766414
272,Ryūgasaki ,龍ヶ崎市 ,Ibaraki ,79295 ,78.2,1014 ,1954-03-20 ,[273],35.911594,140.1822645
273,Shimotsuma ,下妻市 ,Ibaraki ,45918 ,80.88,568 ,1954-06-01 ,[274],36.1845136,139.9673744
274,Jōsō ,常総市 ,Ibaraki ,65858 ,123.52,533 ,1954-07-10 ,[275],36.0234937,139.993617
275,Hitachiōta ,常陸太田市 ,Ibaraki ,58461 ,372.01,157 ,1954-07-15 ,[276],36.5382746,140.5309497
276,Takahagi ,高萩市 ,Ibaraki ,32031 ,193.65,165 ,1954-11-23 ,[277],36.719147,140.7166877
277,Kitaibaraki ,北茨城市 ,Ibaraki ,48437 ,186.55,260 ,1956-03-31 ,[278],36.8019113,140.7509791
278,Toride ,取手市 ,Ibaraki ,109953 ,69.96,1572 ,1970-10-01 ,[279],35.9114415,140.0504684
279,Ushiku ,牛久市 ,Ibaraki ,79254 ,58.88,1346 ,1986-06-01 ,[280],35.9793751,140.1495237
280,Tsukuba ,つくば市 ,Ibaraki ,207314 ,284.07,730 ,1987-11-30 ,[281],36.0834857,140.0766423
281,Hitachinaka ,ひたちなか市 ,Ibaraki ,155338 ,99.04,1568 ,1994-11-01 ,[282],36.3966149,140.5346762
282,Kashima ,鹿嶋市 ,Ibaraki ,65193 ,92.96,701 ,1995-09-01 ,[283],35.9657558,140.6448128
283,Itako ,潮来市 ,Ibaraki ,31103 ,62.67,496 ,2001-04-01 ,[284],35.9471227,140.5553722
284,Moriya ,守谷市 ,Ibaraki ,57793 ,35.63,1622 ,2002-02-02 ,[285],35.9514207,139.9753912
285,Hitachiōmiya ,常陸大宮市 ,Ibaraki ,46729 ,348.38,134 ,2004-10-16 ,[286],36.5425766,140.41089
286,Naka ,那珂市 ,Ibaraki ,54618 ,97.8,558 ,2005-01-21 ,[287],36.4574688,140.486854
287,Bandō ,坂東市 ,Ibaraki ,57128 ,123.18,464 ,2005-03-22 ,[288],36.0487383,139.8883204
288,Inashiki ,稲敷市 ,Ibaraki ,48125 ,178.12,270 ,2005-03-22 ,[289],35.97294,140.3036454
289,Chikusei ,筑西市 ,Ibaraki ,110813 ,205.35,540 ,2005-03-28 ,[290],36.3070525,139.9831233
290,Kasumigaura ,かすみがうら市 ,Ibaraki ,44450 ,118.77,374 ,2005-03-28 ,[291],36.0945289,140.3306914
291,Kamisu ,神栖市 ,Ibaraki ,93538 ,147.24,635 ,2005-08-01 ,[292],35.889966,140.6645134
292,Namegata ,行方市 ,Ibaraki ,39117 ,166.33,235 ,2005-09-02 ,[293],35.9904155,140.4890254
293,Koga ,古河市 ,Ibaraki ,144392 ,123.58,1168 ,2005-09-12 ,[294],36.1846451,139.7025248
294,Ishioka ,石岡市 ,Ibaraki ,80502 ,213.38,377 ,2005-10-01 ,[295],36.1909565,140.2885698
295,Sakuragawa ,桜川市 ,Ibaraki ,47480 ,179.78,264 ,2005-10-01 ,[296],36.3272504,140.0904332
296,Hokota ,鉾田市 ,Ibaraki ,50869 ,203.9,249 ,2005-10-11 ,[297],36.15864,140.5164611
297,Kasama ,笠間市 ,Ibaraki ,80646 ,240.27,336 ,2006-03-19 ,[298],36.3453,140.3043542
298,Tsukubamirai ,つくばみらい市 ,Ibaraki ,41957 ,79.14,530 ,2006-03-27 ,[299],35.9626656,140.0367116
299,Omitama ,小美玉市 ,Ibaraki ,52834 ,140.21,377 ,2006-03-27 ,[300],36.2393446,140.3525755
300,Kanazawa ,金沢市 ,Ishikawa ,455595 ,467.77,974 ,1889-04-01 ,[301],36.5613254,136.6562051
301,Nonoichi ,野々市市 ,Ishikawa ,51976 ,13.56,3800 ,2011-11-11 ,[302],36.5197044,136.6099711
302,Nanao ,七尾市 ,Ishikawa ,60140 ,317.96,189 ,1939-07-20 ,[303],37.043102,136.9675177
303,Komatsu ,小松市 ,Ishikawa ,109285 ,371.13,294 ,1940-12-01 ,[304],36.4083514,136.445571
304,Suzu ,珠洲市 ,Ishikawa ,17111 ,247.2,69.2 ,1954-07-15 ,[305],37.4363473,137.2604364
305,Hakui ,羽咋市 ,Ishikawa ,23963 ,81.96,292 ,1958-07-01 ,[306],36.8935987,136.7789962
306,Kahoku ,かほく市 ,Ishikawa ,34747 ,64.76,537 ,2004-03-01 ,[307],36.7198261,136.7067268
307,Hakusan ,白山市 ,Ishikawa ,110563 ,755.17,146 ,2005-02-01 ,[308],36.5144271,136.5658915
308,Nomi ,能美市 ,Ishikawa ,48106 ,83.85,574 ,2005-02-01 ,[309],36.4469409,136.5542417
309,Kaga ,加賀市 ,Ishikawa ,73745 ,306.0,241 ,2005-10-01 ,[310],36.3026243,136.3146271
310,Wajima ,輪島市 ,Ishikawa ,31532 ,426.25,74.0 ,2006-02-01 ,[311],37.3905901,136.8991957
311,Morioka ,盛岡市 ,Iwate ,299746 ,886.47,338 ,1889-04-01 ,[312],39.702053,141.1544838
312,Kamaishi ,釜石市 ,Iwate ,41348 ,441.42,93.7 ,1937-05-05 ,[313],39.2758183,141.8856772
313,Ōfunato ,大船渡市 ,Iwate ,42119 ,323.28,130 ,1952-04-01 ,[314],39.0819011,141.70853
314,Rikuzentakata ,陸前高田市 ,Iwate ,23961 ,232.29,103 ,1955-01-01 ,[315],39.0276607,141.6254946
315,Kitakami ,北上市 ,Iwate ,94806 ,437.55,217 ,1991-04-01 ,[316],39.2867646,141.1131909
316,Miyako ,宮古市 ,Iwate ,58342 ,696.82,83.7 ,2005-06-06 ,[317],39.6414202,141.9571395
317,Hachimantai ,八幡平市 ,Iwate ,29993 ,862.25,34.8 ,2005-09-01 ,[318],39.9564765,141.071292
318,Ichinoseki ,一関市 ,Iwate ,123155 ,1133.1,109 ,2005-09-20 ,[319],38.9346819,141.1268004
319,Tōno ,遠野市 ,Iwate ,30587 ,825.62,37.0 ,2005-10-01 ,[320],39.3278378,141.5333031
320,Hanamaki ,花巻市 ,Iwate ,103718 ,908.32,114 ,2006-01-01 ,[321],39.3885784,141.1166453
321,Ninohe ,二戸市 ,Iwate ,30685 ,420.31,73.0 ,2006-01-01 ,[322],40.2712133,141.3048166
322,Ōshū ,奥州市 ,Iwate ,128273 ,993.35,129 ,2006-02-20 ,[323],39.1445286,141.139141
323,Kuji ,久慈市 ,Iwate ,37824 ,623.14,60.7 ,2006-03-06 ,[324],40.1905242,141.7755826
324,Takizawa ,滝沢市 ,Iwate ,- ,182.32,- ,2014-01-01 ,[325],39.7346838,141.077095
325,Takamatsu ,高松市 ,Kagawa ,418557 ,375.11,1116 ,1890-02-15 ,[326],34.3427879,134.046574
326,Marugame ,丸亀市 ,Kagawa ,110550 ,111.79,989 ,1899-04-01 ,[327],34.2895062,133.7977056
327,Sakaide ,坂出市 ,Kagawa ,56501 ,92.46,611 ,1942-07-01 ,[328],34.3163193,133.8605102
328,Zentsūji ,善通寺市 ,Kagawa ,35180 ,39.88,882 ,1954-03-31 ,[329],34.2285327,133.7871132
329,Sanuki ,さぬき市 ,Kagawa ,54832 ,158.9,345 ,2002-04-01 ,[330],34.325207,134.1721196
330,Higashikagawa ,東かがわ市 ,Kagawa ,34953 ,153.35,228 ,2003-04-01 ,[331],34.2438086,134.3587426
331,Mitoyo ,三豊市 ,Kagawa ,69997 ,222.66,314 ,2006-01-01 ,[332],34.1825473,133.7152193
332,Kan'onji ,観音寺市 ,Kagawa ,64020 ,117.47,545 ,2007-03-12 ,[333],34.1284662,133.6628115
333,Kagoshima ,鹿児島市 ,Kagoshima ,605196 ,547.06,1106 ,1889-04-01 ,[334],31.5965535,130.5571158
334,Kanoya ,鹿屋市 ,Kagoshima ,105673 ,448.33,236 ,1941-05-27 ,[335],31.3782921,130.8520774
335,Makurazaki ,枕崎市 ,Kagoshima ,24400 ,74.88,326 ,1949-09-01 ,[336],31.2729002,130.2969045
336,Akune ,阿久根市 ,Kagoshima ,24166 ,134.3,180 ,1952-04-01 ,[337],32.0144696,130.1927734
337,Izumi ,出水市 ,Kagoshima ,56851 ,330.06,172 ,1954-04-01 ,[338],32.090572,130.3527529
338,Ibusuki ,指宿市 ,Kagoshima ,45455 ,149.01,305 ,1954-04-01 ,[339],31.2527702,130.6330314
339,Minamisatsuma ,南さつま市 ,Kagoshima ,40386 ,283.35,143 ,1954-07-15 ,[340],31.4166121,130.3234075
340,Nishinoomote ,西之表市 ,Kagoshima ,17666 ,205.75,85.9 ,1958-10-01 ,[341],30.7324118,130.9968353
341,Tarumizu ,垂水市 ,Kagoshima ,18078 ,162.01,112 ,1958-10-01 ,[342],31.4927344,130.7009143
342,Satsumasendai ,薩摩川内市 ,Kagoshima ,100730 ,683.5,147 ,2004-10-12 ,[343],31.8135171,130.3042445
343,Hioki ,日置市 ,Kagoshima ,51472 ,253.06,203 ,2005-05-01 ,[344],31.6337085,130.4024246
344,Soo ,曽於市 ,Kagoshima ,41179 ,390.39,105 ,2005-07-01 ,[345],31.653621,131.0193906
345,Ichikikushikino ,いちき串木野市 ,Kagoshima ,32079 ,112.04,286 ,2005-10-11 ,[346],31.7145528,130.2719288
346,Kirishima ,霧島市 ,Kagoshima ,127726 ,603.68,212 ,2005-11-07 ,[347],31.7408988,130.7629974
347,Shibushi ,志布志市 ,Kagoshima ,34105 ,289.93,118 ,2006-01-01 ,[348],31.495442,131.045336
348,Amami ,奄美市 ,Kagoshima ,48116 ,306.2,157 ,2006-03-20 ,[349],28.3772482,129.4937408
349,Minamikyūshū ,南九州市 ,Kagoshima ,40891 ,357.85,114 ,2007-12-01 ,[350],31.3782621,130.4416449
350,Isa ,伊佐市 ,Kagoshima ,- ,392.36,- ,2008-11-01 ,[351],32.0572252,130.6131048
351,Aira ,姶良市 ,Kagoshima ,- ,231.32,- ,2010-03-23 ,[352],31.7282284,130.6278159
352,Yokohama ,横浜市 ,Kanagawa ,3697894 ,437.38,8500 ,1889-04-01 ,[353],35.4437078,139.6380256
353,Yokosuka ,横須賀市 ,Kanagawa ,421397 ,100.68,4186 ,1907-02-15 ,[354],35.2813412,139.6722005
354,Kawasaki ,川崎市 ,Kanagawa ,1373630 ,142.7,9626 ,1924-07-01 ,[355],35.5308224,139.70304
355,Hiratsuka ,平塚市 ,Kanagawa ,260419 ,67.83,3839 ,1932-04-01 ,[356],35.3351103,139.3494762
356,Kamakura ,鎌倉市 ,Kanagawa ,173588 ,39.6,4384 ,1939-11-03 ,[357],35.3192254,139.5466868
357,Fujisawa ,藤沢市 ,Kanagawa ,402628 ,69.51,5792 ,1940-10-01 ,[358],35.3391703,139.490036
358,Odawara ,小田原市 ,Kanagawa ,198841 ,114.09,1743 ,1940-12-20 ,[359],35.2645639,139.1521538
359,Chigasaki ,茅ヶ崎市 ,Kanagawa ,231005 ,35.71,6469 ,1947-10-01 ,[360],35.3338429,139.4036386
360,Zushi ,逗子市 ,Kanagawa ,58654 ,17.34,3383 ,1954-04-15 ,[361],35.2956059,139.5804228
361,Sagamihara ,相模原市 ,Kanagawa ,706342 ,328.84,2148 ,1954-11-20 ,[362],35.5714621,139.3731765
362,Miura ,三浦市 ,Kanagawa ,49371 ,32.28,1529 ,1955-01-01 ,[363],35.1441706,139.6207704
363,Hadano ,秦野市 ,Kanagawa ,169201 ,103.61,1633 ,1955-01-01 ,[364],35.3747359,139.2199432
364,Atsugi ,厚木市 ,Kanagawa ,225163 ,93.83,2400 ,1955-02-01 ,[365],35.4430818,139.3624889
365,Yamato ,大和市 ,Kanagawa ,223127 ,27.06,8246 ,1959-02-01 ,[366],35.4875124,139.4579498
366,Isehara ,伊勢原市 ,Kanagawa ,100779 ,55.52,1815 ,1971-03-01 ,[367],35.4029686,139.3149729
367,Ebina ,海老名市 ,Kanagawa ,126035 ,26.48,4760 ,1971-11-01 ,[368],35.4464459,139.3908031
368,Zama ,座間市 ,Kanagawa ,127582 ,17.58,7257 ,1971-11-01 ,[369],35.4885872,139.4076731
369,Minamiashigara ,南足柄市 ,Kanagawa ,44285 ,76.93,576 ,1972-04-01 ,[370],35.3207145,139.0996003
370,Ayase ,綾瀬市 ,Kanagawa ,82083 ,22.28,3684 ,1978-11-01 ,[371],35.4371752,139.4261482
371,Kōchi ,高知市 ,Kōchi ,342944 ,309.22,1109 ,1889-04-01 ,[372],33.5595867,133.5292788
372,Sukumo ,宿毛市 ,Kōchi ,23771 ,286.11,83.1 ,1954-03-31 ,[373],32.9390085,132.7262855
373,Aki ,安芸市 ,Kōchi ,20555 ,317.34,64.8 ,1954-08-01 ,[374],33.5025463,133.9071661
374,Tosashimizu ,土佐清水市 ,Kōchi ,17421 ,266.54,65.4 ,1954-08-01 ,[375],32.7816335,132.9549889
375,Susaki ,須崎市 ,Kōchi ,25679 ,135.46,190 ,1954-10-01 ,[376],33.400745,133.282953
376,Tosa ,土佐市 ,Kōchi ,29726 ,91.59,325 ,1959-01-01 ,[377],33.4960442,133.4252918
377,Muroto ,室戸市 ,Kōchi ,17683 ,248.25,71.2 ,1959-03-01 ,[378],33.2900093,134.1520509
378,Nankoku ,南国市 ,Kōchi ,50315 ,125.35,401 ,1959-10-01 ,[379],33.5756706,133.6414597
379,Shimanto ,四万十市 ,Kōchi ,37182 ,632.42,58.8 ,2005-04-10 ,[380],32.9913841,132.9337494
380,Kami ,香美市 ,Kōchi ,29144 ,538.22,54.1 ,2006-03-01 ,[381],33.6037185,133.6860033
381,Kōnan ,香南市 ,Kōchi ,34084 ,126.49,269 ,2006-03-01 ,[382],33.5641705,133.7004882
382,Kumamoto ,熊本市 ,Kumamoto ,670348 ,267.23,2509 ,1889-04-01 ,[383],32.8031004,130.7078911
383,Yatsushiro ,八代市 ,Kumamoto ,134491 ,680.59,198 ,1940-09-01 ,[384],32.5074371,130.6017433
384,Hitoyoshi ,人吉市 ,Kumamoto ,36556 ,210.55,174 ,1942-02-11 ,[385],32.2100405,130.7625544
385,Arao ,荒尾市 ,Kumamoto ,55505 ,57.15,971 ,1942-04-01 ,[386],32.9868355,130.4329585
386,Minamata ,水俣市 ,Kumamoto ,28123 ,162.88,173 ,1949-04-01 ,[387],32.21188,130.4087225
387,Tamana ,玉名市 ,Kumamoto ,70747 ,152.55,464 ,1954-04-01 ,[388],32.9352202,130.5628395
388,Yamaga ,山鹿市 ,Kumamoto ,56741 ,299.67,189 ,1954-04-01 ,[389],33.0175778,130.6913646
389,Kikuchi ,菊池市 ,Kumamoto ,51471 ,276.66,186 ,1958-08-01 ,[390],32.9794831,130.8133329
390,Uto ,宇土市 ,Kumamoto ,37897 ,74.19,511 ,1958-10-01 ,[391],32.6873847,130.6585213
391,Kami-Amakusa ,上天草市 ,Kumamoto ,31051 ,126.13,246 ,2004-03-31 ,[392],32.5874193,130.4305268
392,Uki ,宇城市 ,Kumamoto ,62718 ,188.56,333 ,2005-01-15 ,[393],32.647847,130.6843654
393,Aso ,阿蘇市 ,Kumamoto ,29149 ,376.25,77.5 ,2005-02-11 ,[394],32.8869197,131.0841068
394,Kōshi ,合志市 ,Kumamoto ,53490 ,53.17,1006 ,2006-02-27 ,[395],32.8859878,130.789707
395,Amakusa ,天草市 ,Kumamoto ,93047 ,683.17,136 ,2006-03-27 ,[396],32.4586347,130.1929825
396,Kyoto ,京都市 ,Kyoto ,1474570 ,827.9,1800 ,1889-04-01 ,[397],35.0116363,135.7680294
397,Fukuchiyama ,福知山市 ,Kyoto ,80836 ,552.57,146 ,1937-04-01 ,[398],35.2967,135.1265628
398,Maizuru ,舞鶴市 ,Kyoto ,90461 ,342.15,264 ,1943-05-27 ,[399],35.4747971,135.3859918
399,Ayabe ,綾部市 ,Kyoto ,37081 ,347.11,107 ,1950-08-01 ,[400],35.2989163,135.258812
400,Uji ,宇治市 ,Kyoto ,191297 ,67.55,2832 ,1951-03-01 ,[401],34.8844606,135.7998544
401,Miyazu ,宮津市 ,Kyoto ,20565 ,169.32,121 ,1954-06-01 ,[402],35.5355767,135.1955665
402,Kameoka ,亀岡市 ,Kyoto ,93641 ,224.9,416 ,1955-01-01 ,[403],35.0134082,135.5736091
403,Jōyō ,城陽市 ,Kyoto ,80795 ,32.74,2468 ,1972-05-03 ,[404],34.8530082,135.7799739
404,Mukō ,向日市 ,Kyoto ,55137 ,7.67,7189 ,1972-10-01 ,[405],34.9487356,135.698288
